Product Name,Total Sales,Rank,% of Total Sales
Southworth 25% Cotton Granite Paper & Envelopes,37.932,1709,0.0
Col-Erase Pencils with Erasers,37.696,1710,0.0
Dixon Ticonderoga Pencils,37.548,1711,0.0
Turquoise Lead Holder with Pocket Clip,37.52,1712,0.0
Eldon Pizzaz Desk Accessories,37.464,1713,0.0
Durable Pressboard Binders,37.239999999999995,1714,0.0
Faber Castell Col-Erase Pencils,37.164,1715,0.0
Xerox 1990,36.96,1716,0.0
Avery Round Ring Poly Binders,36.919999999999995,1717,0.0
Eldon Jumbo ProFile Portable File Boxes Graphite/Black,36.744,1718,0.0
Letter or Legal Size Expandable Poly String Tie Envelopes,36.708,1719,0.0
Newell 326,36.608,1720,0.0
Eldon 100 Class Desk Accessories,36.396,1721,0.0
Xerox 1976,36.288,1722,0.0
Contemporary Borderless Frame,36.162,1723,0.0
Binder Clips by OIC,36.112,1724,0.0
"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",35.948,1725,0.0
Regeneration Desk Collection,35.904,1726,0.0
Wilson Jones DublLock D-Ring Binders,35.775,1727,0.0
Plastic Stacking Crates & Casters,35.712,1728,0.0
Acme Kleencut Forged Steel Scissors,35.587999999999994,1729,0.0
Avery 498,35.258,1730,0.0
Xerox 1926,34.86,1731,0.0
Economy #2 Pencils,34.58,1732,0.0
Newell 335,34.56,1733,0.0
Assorted Color Push Pins,34.39,1734,0.0
Xerox 1980,34.24,1735,0.0
"Eldon Regeneration Recycled Desk Accessories, Smoke",33.756,1736,0.0
"Super Bands, 12/Pack",33.480000000000004,1737,0.0
"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",33.108000000000004,1738,0.0
Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),32.868,1739,0.0
Wilson Jones Hanging Recycled Pressboard Data Binders,32.647999999999996,1740,0.0
Xerox 1958,32.400000000000006,1741,0.0
Avery 509,32.364000000000004,1742,0.0
Avery Hidden Tab Dividers for Binding Systems,31.588,1743,0.0
Newell 346,31.104,1744,0.0
"OIC #2 Pencils, Medium Soft",30.832,1745,0.0
"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",30.799999999999997,1746,0.0
Newell 322,30.576,1747,0.0
Hammermill Color Copier Paper (28Lb. and 96 Bright),29.97,1748,0.0
Economy Binders,29.952,1749,0.0
Round Ring Binders,29.952,1749,0.0
Plantronics Single Ear Headset,29.925,1751,0.0
Xerox 1983,29.900000000000002,1752,0.0
Xerox 190,29.88,1753,0.0
Jiffy Padded Mailers with Self-Seal Closure,29.808,1754,0.0
"Eldon 300 Class Desk Accessories, Black",29.7,1755,0.0
"Alliance Big Bands Rubber Bands, 12/Pack",29.7,1755,0.0
"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",29.4,1757,0.0
Pencil and Crayon Sharpener,29.346,1758,0.0
Rediform Voice Mail Log Books,29.204,1759,0.0
UniKeep View Case Binders,28.851,1760,0.0
Avery Reinforcements for Hole-Punch Pages,28.512,1761,0.0
Newell 313,28.208,1762,0.0
"Ampad Evidence Wirebond Steno Books, 6"" x 9""",27.468,1763,0.0
Sony 8GB Class 10 Micro SDHC R40 Memory Card,27.192,1764,0.0
SanDisk Cruzer 8 GB USB Flash Drive,27.168,1765,0.0
Newell 339,26.688000000000002,1766,0.0
Self-Adhesive Address Labels for Typewriters with Dispenser Box,26.568,1767,0.0
"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",26.08,1768,0.0
Avery Binder Labels,26.063,1769,0.0
"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",25.992,1770,0.0
SanDisk Cruzer 4 GB USB Flash Drive,25.96,1771,0.0
Xerox 1985,25.92,1772,0.0
Newell 340,25.92,1772,0.0
"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",25.83,1774,0.0
Bagged Rubber Bands,25.704,1775,0.0
"""While you Were Out"" Message Book, One Form per Page",25.228,1776,0.0
Colored Push Pins,24.978,1777,0.0
Translucent Push Pins by OIC,24.552,1778,0.0
Newell 329,24.272,1779,0.0
BIC Brite Liner Grip Highlighters,24.272,1779,0.0
Avery 507,24.192,1781,0.0
Avery 497,24.023999999999997,1782,0.0
Serrated Blade or Curved Handle Hand Letter Openers,23.864,1783,0.0
Newell 338,23.52,1784,0.0
"Dixon Ticonderoga Maple Cedar Pencil, #2",23.332,1785,0.0
Self-Adhesive Ring Binder Labels,22.88,1786,0.0
Sanford Pocket Accent Highlighters,22.4,1787,0.0
Avery 510,21.75,1788,0.0
Newell 323,21.168,1789,0.0
"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",20.65,1790,0.0
Avery Hi-Liter Fluorescent Desk Style Markers,20.279999999999998,1791,0.0
Rediform S.O.S. Phone Message Books,19.92,1792,0.0
Sterling Rubber Bands by Alliance,19.782,1793,0.0
Nu-Dell EZ-Mount Plastic Wall Frames,19.7,1794,0.0
Acco Glide Clips,19.6,1795,0.0
Newell 307,19.292,1796,0.0
Maxell 4.7GB DVD-R 5/Pack,19.008,1797,0.0
Unpadded Memo Slips,18.308,1798,0.0
Loose Memo Sheets,18.25,1799,0.0
12 Colored Short Pencils,18.2,1800,0.0
Hoover Commercial Lightweight Upright Vacuum,18.096,1801,0.0
"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",17.94,1802,0.0
Avery 502,17.64,1803,0.0
"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",17.64,1803,0.0
Insertable Tab Indexes For Data Binders,17.49,1805,0.0
Xerox 1901,16.896,1806,0.0
Avery 479,16.704,1807,0.0
Wilson Jones Suede Grain Vinyl Binders,16.402,1808,0.0
"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",16.176000000000002,1809,0.0
Maxell CD-R Discs,15.76,1810,0.0
"OIC Binder Clips, Mini, 1/4"" Capacity, Black",15.623999999999999,1811,0.0
"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",15.552,1812,0.0
"Quartet Alpha White Chalk, 12/Pack",15.469999999999999,1813,0.0
Wirebound Voice Message Log Book,15.232,1814,0.0
Boston 1900 Electric Pencil Sharpener,14.98,1815,0.0
Color-Coded Legal Exhibit Labels,14.73,1816,0.0
SANFORD Liquid Accent Tank-Style Highlighters,14.2,1817,0.0
Acme Serrated Blade Letter Opener,13.992,1818,0.0
Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,13.86,1819,0.0
Design Ebony Sketching Pencil,13.622,1820,0.0
Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,13.616,1821,0.0
Alliance Rubber Bands,13.440000000000001,1822,0.0
"Brites Rubber Bands, 1 1/2 oz. Box",13.068000000000001,1823,0.0
"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",13.0,1824,0.0
OIC Thumb-Tacks,12.996,1825,0.0
Xerox 1984,12.96,1826,0.0
Xerox 1922,11.952,1827,0.0
Maxell 4.7GB DVD+R 5/Pack,11.682,1828,0.0
Xerox 1969,11.56,1829,0.0
Avery 482,11.56,1829,0.0
Acco Economy Flexible Poly Round Ring Binder,11.484,1831,0.0
Computer Printout Index Tabs,11.088000000000001,1832,0.0
Storex Flexible Poly Binders with Double Pockets,10.824,1833,0.0
Newell 337,10.496,1834,0.0
Letter Slitter,10.08,1835,0.0
Newell 342,9.84,1836,0.0
Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,9.768,1837,0.0
PNY Rapid USB Car Charger - Black,9.588,1838,0.0
Kleencut Forged Office Shears by Acme United Corporation,9.568,1839,0.0
Avery 484,9.216,1840,0.0
Newell 308,8.4,1841,0.0
Stockwell Gold Paper Clips,8.096,1842,0.0
4009 Highlighters,8.04,1843,0.0
Xerox 1989,7.968,1844,0.0
"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",7.8,1845,0.0
Avery Hi-Liter Pen Style Six-Color Fluorescent Set,7.7,1846,0.0
Grip Seal Envelopes,7.072,1847,0.0
Xerox 20,6.48,1848,0.0
Avery 5,5.76,1849,0.0
Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,1.624,1850,0.0
